registro;eda_mean;eda_std;hr_mean;hr_std;class
1;0.6893777505295942;0.0072774368541261274;77.023;0.4653803701155535;0
1;0.7140224338491705;0.007013628180398457;77.693;0.03591656999213603;0
1;0.7353124502667967;0.006291273854079761;78.062;0.1980908882306313;0
1;0.753459060245514;0.006211391924467878;78.902;0.3573606954698109;0
1;0.7609739173313564;0.003916612078868813;79.32;0.040276819911982516;0
1;0.7626116291381116;0.006603966685957952;78.95;0.1570562531918622;0
1;0.7783545947501528;0.004079847710556322;77.891;0.4338573754383135;0
1;0.7903731670351218;0.003586554598413285;77.242;0.06178816859057618;0
1;0.8016785806463317;0.003046662768055488;76.392;0.40813396493471704;0
1;0.8094215404862288;0.008221745676412547;75.26;0.33379967378986686;0
1;0.7958958511479557;0.0032862281837236084;75.838;0.45403866697794737;0
1;0.7975599602051915;0.004551109539246292;77.108;0.32168998188387105;0
1;0.8074521468664267;0.0026777684095285106;78.146;0.3091637466169393;0
1;0.8177405499698611;0.002761986535864239;78.948;0.35614603746216283;0
1;0.8239479649482445;0.00121266234918592;80.771;0.6543266258783399;0
1;0.8292836625241915;0.002312216439933123;82.05199999999999;0.09863513009515877;0
1;0.8369174360796918;0.002167321904250019;81.292;0.35250847113540695;0
1;0.8374193136756104;0.002328227614890873;80.276;0.365245731589631;0
1;0.802671193539157;0.05319892603092734;79.222;0.19764165103090753;0
1;0.741865266207149;0.012261536025203013;78.398;0.4002443697986968;0
1;0.5934910523525196;0.07534559629060997;77.142;0.27470388097408294;0
1;0.538987512379187;0.027320448830756013;76.455;0.08236099400403801;0
1;0.4873077669966958;0.021607678655844863;76.334;0.03806427312965624;0
1;0.4773495511333604;0.033896671626488996;76.457;0.13047349667014235;0
1;0.4448354258728924;0.02380290252576457;76.486;0.18933802811080788;0
1;0.4840443618111667;0.014034895101148453;76.749;0.3124259912363242;0
1;0.4893536415218339;0.017296465062098892;77.663;0.08920014947670565;0
1;0.5128227659123573;0.009250535288935229;78.149;0.2102088908152527;0
1;0.5176169951703647;0.011759158844131687;78.62;0.14628738838327712;0
1;0.5435295814123776;0.011391225205321393;78.867;0.04029061098238171;0
1;0.5592593432454785;0.011353532191670164;78.66199999999999;0.2614829503683417;0
1;0.5933206194994561;0.010340800505758455;77.603;0.29044219160904877;0
1;0.6032392343333709;0.011030855517900206;76.644;0.21798063114771277;0
1;0.5512681193778288;0.0683847101773834;75.865;0.18934096228761602;0
1;0.34089669017028645;0.05987923256312552;75.237;0.23395393658676736;0
1;0.3996768011768576;0.013061669448311582;74.333;0.20747422865396054;0
1;0.35696473055220446;0.0528837871231726;73.899;0.14402546071210173;0
1;0.37760759688337214;0.013034056333521659;74.624;0.2107236209931021;0
1;0.411285942933288;0.010785442487602234;75.283;0.2556494996409475;0
1;0.3849640086219336;0.015328224807722881;75.775;0.12894874089256217;0
1;0.37632646956719634;0.021215298576189822;76.935;0.47975109287120166;0
1;0.33703510535399317;0.03636451263268723;77.578;0.13298287274850318;0
1;0.40769359770301655;0.03257854577372264;77.64;0.19871811414385218;0
1;0.3952920436769875;0.01804606571113182;77.298;0.5706487536129374;0
1;0.42131017769132384;0.02317805539174989;75.681;0.29095436831992255;0
1;0.44265300922471035;0.00892066198890072;74.882;0.33578432231286615;0
1;0.4841500848092842;0.011362886398072166;73.645;0.2868700828675684;0
1;0.43976063950405736;0.07685578952586333;73.768;0.233847053529534;0
1;0.32495051417432363;0.04161641946109922;74.111;0.10386422761363998;0
1;0.3209355552513727;0.026553013773080933;74.343;0.37712508976907555;0
1;0.3365464418444143;0.01618501807527836;74.334;0.3822797114388606;0
1;0.3798132051807464;0.013727638931709366;73.173;0.37629923081387234;0
1;0.4067426576269397;0.02246453558472945;71.576;0.4221953207804294;0
1;0.41267272109578373;0.024858336943598205;70.953;0.17994134846912932;0
1;0.4046823424349046;0.009327335431631034;71.191;0.22042635454449944;0
1;0.4389285643606402;0.012377539578326548;72.126;0.2647094843618376;0
1;0.4849688840219638;0.013021105030619309;73.147;0.48281696554928977;0
1;0.4229611035844188;0.09395514634852181;77.061;1.9696612793969326;0
1;0.2173662161370999;0.09471611720241983;83.138;1.346252411531937;0
1;0.2698339416073441;0.048536406246356766;87.22200000000001;0.9628637840664002;0
1;0.20335626454889455;0.11825298051126366;90.509;0.9109756674394033;0
1;0.2098860743732482;0.054922221030058595;92.904;0.5338580751889428;0
1;0.41438113135667637;0.05016119792044129;95.093;0.8589664331819591;0
1;0.27339919899135906;0.09922733140649505;96.571;0.13152524050116082;0
1;0.2993124552143485;0.02244300820996319;96.21600000000001;0.26353157095287544;0
1;0.3648465104504663;0.01855868440378792;93.645;0.8687059341342175;0
1;0.40772465389813484;0.03541567092368096;91.785;0.677237033836749;0
1;0.3993730524168378;0.048001444997936536;89.049;0.7611460657018025;0
1;0.38991669353462166;0.03562292675811392;86.836;0.8000861064771577;0
1;0.4403021284367962;0.015528628187413253;82.895;1.5010607360574484;0
1;0.4183253918254899;0.04830008839209172;78.279;1.1594198740941288;0
1;0.4009183171562131;0.008026301170704573;76.092;0.49016550492892;0
1;0.43495319615971023;0.011439230372475061;73.742;0.6538059515041329;0
1;0.4485169919544561;0.008586584584221669;73.837;0.26956961582822314;0
1;0.47507672828292735;0.011616772508065004;73.571;0.3728106460091733;0
1;0.5173792859198446;0.01514859570592301;72.79;0.10770329614268917;0
1;0.5467389139793901;0.005105934664832377;72.651;0.3080926988929016;0
1;0.5647931181203261;0.023830624191308564;75.218;1.003558114355562;0
1;0.5093980602298467;0.10287661633694462;78.199;0.7840982081346684;0
1;0.4656902020332788;0.06600243601731051;79.529;0.2830174709958528;0
1;0.5182509724000821;0.010278407275534892;81.121;0.5169880720738796;0
1;0.5329140523665377;0.03986628579623722;82.57300000000001;0.4538734527498942;0
1;0.5313009340153259;0.01772176806445729;83.69800000000001;0.27987298706536456;0
1;0.5170107242308825;0.03529740977661296;83.157;0.19635851564591517;0
1;0.560990666855773;0.03584662475281393;83.222;0.15200877167672555;0
1;0.5779090883228706;0.02840139627200686;83.793;0.2028710592141383;0
1;0.587193756849267;0.01652958165248838;83.627;0.09580651798750033;0
1;0.5684791679207336;0.025021010997872913;83.704;0.14299961149908139;0
1;0.5563814244991222;0.02759453437360341;82.764;0.48662556904096366;0
1;0.5425401947356399;0.00857214591476588;80.96;0.40287853145968455;0
1;0.5546248477597072;0.005010379475432576;78.944;0.8657199957902767;0
1;0.5208143814611934;0.034507773637488214;75.397;1.3076871015482079;0
1;0.45145022020728587;0.015425392113705694;73.277;0.2641989990728791;0
1;0.49042467311112775;0.00879285870347774;72.43599999999999;0.1513788477811747;0
1;0.4847983996319021;0.005071251307460142;72.346;0.03204163957519467;0
1;0.490530344572247;0.008040781959365414;71.473;0.6830007320640256;0
1;0.5056393741841693;0.006293016189527734;70.277;0.17562902822584653;0
1;0.5068544207612468;0.0065305779904801095;72.009;1.0097023763906323;0
1;0.5398723511013662;0.02730328817128998;74.45;0.4489988864128733;0
1;0.585859783495132;0.04264720811995229;75.891;0.6466915802761006;0
1;0.5329913990934435;0.007216752554394855;78.994;1.1273489058652386;0
1;0.5159673680096246;0.007317113454541833;82.482;0.6642924389487244;0
1;0.5389610635917081;0.005025381314694013;83.705;0.118063071656165;0
1;0.5386176828800688;0.017998108971824422;82.88;0.6992376801441214;0
1;0.48700400792927634;0.03611805588554015;80.507;0.3973817084645719;0
1;0.4548606192190949;0.021162356595848253;79.497;0.4785638236780255;0
1;0.4776388901486821;0.009342599981498294;77.438;0.669208487692739;0
1;0.42540441082491354;0.07369089453644066;76.262;0.2530612574061878;0
1;0.39451283518632885;0.014795956917607114;77.785;0.45223518954927383;0
1;0.416793320557655;0.004166443595706625;80.382;1.26334476687878;0
1;0.42152149999876304;0.03255752002001095;84.502;0.9552288847298436;0
1;0.5434187974810364;0.03407266722589861;87.32900000000001;0.7376004639670746;0
1;0.5455514603111514;0.03502076784498272;88.608;0.07941452428030328;0
1;0.49160010835138496;0.027076103421651815;88.098;0.3175181534617768;0
1;0.4748269490674277;0.0029883329133322005;85.552;0.9182568026187207;0
1;0.47839291766201786;0.006468190317177654;81.965;1.229301969954221;0
1;0.4850430972993788;0.0347375540893894;77.84;1.0600419278919506;0
2;0.9494955043245726;0.0020886048950040778;71.135;0.25812357075202813;0
2;0.9499973406908926;0.00047171325331711914;70.55499999999999;0.3493565513912689;0
2;0.9509482910743692;0.0005423216723202726;69.93;0.04642796092394769;0
2;0.9519652294303471;0.0005267937646356486;70.139;0.09620002310002226;0
2;0.9538010391508022;0.0023319043193943145;70.71600000000001;0.24936363452240579;0
2;0.9572084902463138;0.0007177795112660203;70.865;0.04034572812303841;0
2;0.958463220312009;0.0007246084026834508;70.557;0.2422601907041261;0
2;0.9598763441879872;0.0006970551868544299;69.55199999999999;0.25999145285096337;0
2;0.9611574611967633;0.0009864512565193105;69.002;0.08954204474869855;0
2;0.9626234001885017;0.0005449622068960672;68.974;0.09617114374327072;0
2;0.9634687409552568;0.0007894653839136889;68.437;0.27158178633086916;0
2;0.9651064218398131;0.000547612963762983;68.15;0.04136557881997198;0
2;0.9657007155809126;0.0008321911986811682;68.058;0.14823404916999824;0
