registro;eda_mean;eda_std;percentile_20;percentile_80;quartile_deviation;slope;intercept;hr_mean;hr_std;quartile_deviation;slope;intercept;class
25;0.3328352894922143;0.10478024857096627;0.24354140712696798;0.4122010896464906;0.11602918735980183;0.004362100086842056;0.24341223771195214;109.151;3.011778544315635;4.509999999999991;-0.9918181818181822;114.606;4
26;0.7781559585614208;0.0036503902931194427;0.7756424470779211;0.7816750540066972;0.004309325249798435;-0.0001913308255847887;0.7820782404859091;87.024;0.7663941544662235;0.9575000000000102;-0.25054545454545407;88.402;4
27;0.41905439193641025;0.022921373146808168;0.40052161706311623;0.43631615509553756;0.02712546834777485;-0.001447552940246541;0.4487292272114644;87.313;0.07732327520798095;0.04999999999999716;0.021636363636364113;87.194;2
28;0.823398492911436;0.005115179905296277;0.8183048123518945;0.826811909115508;0.006958292676927047;0.00018739234837191778;0.8195569497698116;105.13;1.1223190277278547;1.6799999999999926;-0.37018181818181783;107.166;2
29;0.29102902393150587;0.11289516712152635;0.1820576276188218;0.37846948933793795;0.17583787352704414;-0.005772152767294061;0.40935815566103406;71.19;0.06359594676112823;0.08249999999999602;-0.01648484848484839;71.28066666666665;4
30;0.816219077172123;0.006006074104879431;0.8104020205847634;0.8218928072159898;0.010054718565411735;5.093647550104011e-05;0.8151748794243519;83.158;0.47036156305548593;0.5825000000000102;-0.15442424242424238;84.00733333333332;4
31;0.45788684333463286;0.010201017515949165;0.44585199364207556;0.46830744553824605;0.018421615458241447;0.000867837959100319;0.4400961651730763;84.554;0.1633809454414233;0.25;0.05381818181818179;84.258;4
32;0.8814778569495806;0.0023400281955772476;0.8792197249850358;0.8839459809605024;0.0043323671457971;0.00018699898240207819;0.877644377810338;78.046;1.0295975481279644;1.167500000000004;-0.31284848484848576;79.76666666666668;4
33;0.21785328061292153;0.04185874411832779;0.19952166872430677;0.25406749682015245;0.03438974940372022;0.0018244463913996722;0.1804521295892283;71.04599999999999;0.09697651491182899;0.14000000000000057;-0.03175757575757538;71.22066666666666;4
34;0.8306543918907557;0.011411321370019906;0.8233288752818047;0.8379801327101778;0.012926854697041135;0.0005359986873970244;0.8196664187991167;81.83;0.37360109445473916;0.5575000000000045;-0.12290909090909134;82.506;4
35;0.48285242040776266;0.005913015726056998;0.4775356503285681;0.4881621486893577;0.008424228019738411;0.000502795921582143;0.47254510401532884;84.527;0.20795565766661997;0.39000000000000057;-0.06769696969697031;84.89933333333333;4
36;0.8885540907860967;0.002148707030776442;0.8860467213854062;0.8903527472797788;0.003282304418770421;0.0001409378195473534;0.8856648654853759;76.158;0.8052025280083948;1.2824999999999989;-0.2599999999999997;77.58799999999998;4
37;0.4113041718107669;0.096988324378729;0.3416273349234129;0.4605267434063688;0.09659055888741763;0.0017556552121340652;0.3753132399620186;72.072;0.5743556776462165;0.8624999999999972;0.18787878787878806;71.03866666666667;4
38;0.8385902934802959;0.021415268844189157;0.8187323364188432;0.857801235175484;0.03231825779495734;0.0016043816674102364;0.8057004692983861;79.538;1.3829180099421001;1.7150000000000034;0.45406060606060566;77.04066666666667;2
39;0.47496942276802034;0.032579833499176855;0.45130505252798897;0.5002356764105129;0.036074173819731936;-0.0014475781447550171;0.5046447747354982;93.855;0.20700241544484316;0.3049999999999926;-0.06369696969696938;94.20533333333333;4
40;0.9151650889247849;0.010558307943431612;0.9064218536041391;0.9248012824192133;0.01549132071139836;0.0006269052462297905;0.9023135313770742;73.335;0.5893169303901296;0.8575000000000017;-0.19303030303030308;74.39666666666666;4
41;0.36300870559186266;0.060734406467528895;0.3124405354471305;0.42033496263562226;0.09838500157825047;-0.004091780924582002;0.44689021454579364;73.42699999999999;0.5317695825156682;0.8075000000000045;0.17375757575757544;72.47133333333333;4
42;0.8515532740894532;0.010517658694764826;0.8477465166100722;0.857801235175484;0.00861865049959698;-0.0007289629262244451;0.8664970140770543;83.253;1.7939778891242406;2.832499999999982;0.5904848484848484;80.00533333333334;4
43;0.452028624525129;0.017589544073500617;0.43670761353697696;0.46875488899998063;0.028873308017070165;-0.000636165040497145;0.46507000785532043;93.183;0.3473087003421204;0.5474999999999852;-0.11448484848484823;93.81266666666666;4
44;0.9290285612961945;0.011592980267375876;0.9211253966561984;0.9361440507719934;0.011946936215223358;-1.93062002707224e-05;0.9294243384017443;72.378;0.21601440281199266;0.045000000000001705;-0.05927272727272668;72.70400000000001;4
45;0.2149226610609205;0.05794380662294045;0.1543061955200102;0.2803833747662976;0.09659055888741758;-0.0037158736794008114;0.29109807148863714;75.969;0.270244745040901;0.42249999999999943;0.05678787878787796;75.65666666666665;4
46;0.7870253043937405;0.005384048466321374;0.7831111220725119;0.791729772572109;0.008618650499597091;0.00021383169243904623;0.7826417546987401;95.481;1.1427398848576344;1.740000000000009;0.37690909090909025;93.408;4
47;0.41521705986281265;0.030046886858782772;0.38465043152026507;0.4442020731707184;0.04944624722954394;-0.0006736439704933275;0.4290267612579259;86.652;0.5617393622589666;0.5849999999999937;-0.1613333333333331;87.53933333333335;4
48;0.9412640930819879;0.0031810825010602614;0.9385594922800657;0.9444411554892298;0.005776626187918632;-0.00023419389920917698;0.9460650680157762;68.987;0.41163765079928466;0.75;0.13024242424242344;68.27066666666667;4
49;0.2411487468318258;0.05283738967270217;0.1894744706324022;0.26698598999258505;0.07296653175271714;0.0013945600634494605;0.21256026553111185;73.699;0.4466529848650851;0.6375000000000028;-0.13690909090909129;74.452;4
50;0.7564309448565558;0.04023481865465055;0.7314025822319928;0.7658749421256723;0.02621384746289057;-0.0018299352978008387;0.793944618461473;97.449;0.5603262938284754;0.7949999999999875;-0.1696363636363636;98.382;2
51;0.4452682149741806;0.0072706488854354856;0.4390007066907885;0.45228380780674426;0.011010996885997049;-0.00017653543959163465;0.4488871914858091;87.689;0.41653197823083116;0.6699999999999875;0.13727272727272757;86.934;4
52;0.9245124511098174;0.002760237273343849;0.9221757668686504;0.9266918668055133;0.003282406913912128;0.0001007879149605228;0.9224462988531267;69.31099999999999;0.15423286866870398;0.16500000000000625;0.0501212121212121;69.03533333333333;4
53;0.28938437494746955;0.0661980517511416;0.24784732248418487;0.30167537350369733;0.038875622661807996;0.002921869721049213;0.22948604566596062;73.497;0.19379542478259648;0.29750000000001364;0.060303030303030754;73.16533333333334;2
54;0.7574362765815527;0.017574153218527244;0.7423187174264227;0.7716203354412855;0.023340870541995185;0.0008727186455764321;0.739545544347236;95.997;0.8854760176186466;1.2850000000000108;-0.2924242424242424;97.60533333333333;1
55;0.44193347073390704;0.004717539932797048;0.4390006848557573;0.4450689457490087;0.005313309226730956;5.3660378060961834e-05;0.4408334329836573;88.367;0.27252115106497304;0.3774999999999977;0.08975757575757586;87.87333333333333;4
56;0.9256808854760283;0.0019100772372349522;0.9238559492280065;0.9271116869060405;0.0027568118271192876;-1.0489925854437673e-05;0.9258959289560443;69.673;0.2375827341276209;0.24750000000000227;0.07654545454545486;69.25199999999998;1
57;0.31127421773878744;0.09109958161777416;0.2210529264871508;0.3854068804246522;0.11602825348382434;0.00261036908113742;0.2577616515754703;74.098;0.1974729236010767;0.18000000000000682;0.06363636363636459;73.74799999999999;4
58;0.8129514057435997;0.07370248894708575;0.753809504057649;0.8761867179959171;0.10090368030277386;-0.0021794570218467675;0.8576302746914586;89.062;1.2816205019861036;2.047499999999985;-0.42278787878787893;91.38733333333333;2
59;0.4322088328597133;0.01739998899681667;0.41766386344895445;0.45217196877634186;0.030481212429416926;-0.001126748983422443;0.45530718701987344;91.219;0.3851824964293625;0.5524999999999949;0.12636363636363648;90.52400000000002;2
60;0.947237468943972;0.010561709946567589;0.9403451216412342;0.9560990349057454;0.013521876563050816;-0.00022763720999624578;0.951904031748895;72.915;0.7640426107954391;1.1350000000000051;0.25;71.54;4
61;0.33633403249514854;0.0999369526865358;0.2210529264871508;0.43133994393008634;0.16357654888000261;0.004335958830738077;0.247446876465018;74.32000000000001;0.22642143596989067;0.3499999999999943;0.07284848484848544;73.91933333333334;4
62;0.7871688831740131;0.06072005580578981;0.7426061552500565;0.837979684289236;0.07648659950068337;-0.0038429853483694485;0.8659500828155868;87.894;1.1379533284708034;1.625;-0.3740606060606064;89.95133333333332;2
63;0.4260916123674927;0.014446500158388583;0.4146156930771925;0.43818973179266807;0.0207286502795484;-0.0001181931474142538;0.42851457188948494;91.69;0.5545168066784714;0.7749999999999915;0.1802424242424244;90.69866666666665;2
64;0.9480120657280845;0.00895294838382446;0.9421307510024025;0.9554688127782742;0.009846298285461241;-0.000317639636188936;0.9545236782699578;73.78;0.9917324908125855;1.4499999999999886;0.32569696969696993;71.98866666666667;4
65;0.42867858416930804;0.05714247800850216;0.3863642900768207;0.48205744084362634;0.08433016811635347;0.001462900599372818;0.39868912188216526;74.715;0.04169998667732167;0.03999999999999204;0.007818181818181858;74.672;4
66;0.7413132455698814;0.017575966782108286;0.7279548978216832;0.7517983361340959;0.01687716293038599;-0.000757520104901392;0.7568424077203599;85.352;0.7535663356481789;0.9850000000000136;-0.2453333333333337;86.70133333333334;2
67;0.3930794850819245;0.02876260426341666;0.36084725598615575;0.41953741831105373;0.04212818189629164;-0.0018777613624474867;0.43157359301209797;93.984;1.2806786395414629;1.8624999999999972;0.4167272727272721;91.692;4
68;0.9536703407758472;0.0170893913932424;0.9348836065170509;0.9739536065990471;0.037940934099723655;-0.0007792754854189155;0.9696454882269351;77.045;1.2677122877232214;2.1225000000000023;0.40357575757575737;74.82533333333333;4
69;0.3487444037482047;0.03730262164362969;0.3045461082586389;0.37870856158818683;0.05143485374568313;-0.002185425900657413;0.3935456347116817;74.459;0.07109461614246312;0.030000000000001137;-0.01666666666666589;74.55066666666669;4
70;0.8247653637422522;0.009359647194438237;0.8158602002872136;0.8319475257814015;0.01436404381521017;-0.0001746232544239443;0.828345140457943;81.919;0.9214776780319245;1.4050000000000153;-0.30357575757575683;83.58866666666667;2
71;0.3608400340495478;0.05402784938958148;0.3064470004289491;0.42088691058652933;0.0963747788793673;-0.0033539632259101415;0.42959628018070567;97.07300000000001;0.13199747472332019;0.17249999999998522;-0.04054545454545488;97.296;2
72;0.9316411009618144;0.0017104694121380557;0.9301577605221512;0.9327832760727142;0.002625515550563007;8.596334841420946e-05;0.9298788523193232;77.68599999999999;0.11936870984009454;0.18500000000000227;0.015030303030303312;77.60333333333332;4
73;0.3197073746318194;0.053742722744694195;0.28205762761882175;0.33612493766377854;0.048744357054405774;-0.0003531276797794572;0.3269464920672983;74.355;0.07806692285753912;0.14000000000001478;-0.02248484848484983;74.47866666666667;4
74;0.7955356051832977;0.03511195914326703;0.7555330099470976;0.8307977744868663;0.06355834348819922;-0.0026274826506263657;0.8493989995211383;80.655;0.3666136325282456;0.4450000000000074;-0.10866666666666647;81.25266666666667;4
75;0.35324301254433466;0.033844517155492734;0.32915410106104054;0.3779881704350837;0.04050761316578155;0.0025115290148251873;0.3017566677404183;96.744;0.19563003632139783;0.29000000000000625;-0.06448484848484874;97.09866666666667;2
76;0.9341617024853022;0.003494830836129861;0.9316278688390169;0.9386645293013111;0.005382737358249234;0.00018950767118254032;0.9302767952260601;78.033;0.2671682782234594;0.5175000000000125;0.08466666666666599;77.56733333333334;2
77;0.34336168269509143;0.09672599592369917;0.29114853670973084;0.3437802926020215;0.03409137602889789;0.005255297705837471;0.23562807972542327;74.425;0.08922505876216115;0.0799999999999983;0.019090909090909557;74.32000000000001;4
78;0.7418877849014427;0.00615602381094967;0.7357119074817913;0.7460529428184827;0.008976546463696389;-0.0003807745814280239;0.7496936638207172;80.33;0.13654466098842893;0.08249999999999602;-0.033939393939394685;80.51666666666667;1
79;0.3820187889352725;0.010725130892472777;0.37485750731500844;0.38716185315220886;0.011494342597973495;-5.4397320609460246e-05;0.38313393400776646;96.321;0.1142560477368461;0.16250000000000853;-0.035939393939393896;96.51866666666666;2
80;0.9363934624498799;0.0023095656677226263;0.9348836065170509;0.9386645293013111;0.0023632304828750117;-8.300683470680243e-05;0.9380951025613692;78.282;0.21254019227744397;0.23749999999999716;-0.05551515151515089;78.58733333333333;2
81;0.4686906171612786;0.020590267018133622;0.45023991273862873;0.48373225402173703;0.023923801323489036;1.537049475932842e-05;0.46837552201871235;73.048;0.24647740486931305;0.2600000000000051;-0.07987878787878792;73.48733333333332;4
82;0.6896764811063442;0.022163603486873042;0.6693521102128991;0.7118677965379662;0.036267444975947916;-0.0017858712097574838;0.7262868409063727;80.32900000000001;0.4350849214680839;0.6150000000000091;0.14321212121212118;79.54133333333334;2
83;0.3257185826924842;0.05098490055951144;0.2765938180877687;0.3775298312927223;0.08735625589477614;0.0026788019562964806;0.2708031425884064;94.989;0.4768286438077694;0.7250000000000227;-0.15727272727272765;95.85400000000001;2
84;0.9450056987298802;0.0019539810686505787;0.9427605631493066;0.9469616340185476;0.0026259255311298357;0.00015630628338986213;0.9418014199203881;75.513;0.5277425719252002;0.7075000000000102;-0.17218181818181902;76.46000000000001;4
85;0.4690793663838268;0.020625267579071523;0.45023991273862873;0.48468929012351447;0.028110133861782627;0.000469265319838558;0.45945942732713635;72.957;0.27644770451811285;0.3674999999999926;-0.08927272727272756;73.44800000000001;2
86;0.685223801286744;0.020604125992298626;0.6693521102128991;0.7087082225827028;0.03662758304475566;-0.0015670534634516014;0.7173483972875018;80.47800000000001;0.46149033937162;0.6599999999999966;0.1518787878787878;79.64266666666666;2
87;0.33403876132924243;0.05470011935904866;0.2765938180877687;0.38479578732373804;0.08135757232881419;0.003511152264469036;0.2620601399076272;94.843;0.44733904616322395;0.7174999999999869;-0.1470909090909094;95.65199999999999;2
88;0.9455702009724739;0.0016242308021974117;0.9438109333617586;0.9469616340185476;0.002625515550563118;0.00012571496418762294;0.9429930442066277;75.355;0.4655283736429714;0.6349999999999909;-0.15084848484848598;76.18466666666666;4
89;0.6333597775880973;0.17784097216389705;0.47942652543971553;0.786613074637236;0.2708835680786249;0.00981124039688587;0.4322293494519369;72.061;0.18284480365113664;0.2224999999999966;0.05242424242424306;71.77266666666665;2
90;0.6776469167136575;0.016985483441222016;0.6592973916474874;0.6929081107016779;0.030882189729142584;-0.0003536942262230253;0.6848976483512296;81.37;0.23701851779508384;0.39750000000000796;-0.07709090909090943;81.79399999999998;2
91;0.3994277256642298;0.01900461307162647;0.38411368278044666;0.4198242869524879;0.03362725832905461;-0.0012464241272586475;0.42497942027303215;93.428;0.3855674029559838;0.5150000000000006;-0.12606060606060596;94.12133333333333;1
92;0.9588953791090302;0.0025725896094969383;0.9569393310757068;0.9606152168387218;0.0027568118271193987;0.00013552269160903532;0.9561171639310448;74.251;0.7211942256501439;1.0174999999999983;-0.224060606060606;75.48333333333332;2
93;0.570345235271375;0.10628805688863308;0.4294361443622842;0.6504888840742395;0.11782269617465724;-0.006478407163191087;0.7031525821167923;72.309;0.16676330531624559;0.3124999999999858;-0.05375757575757501;72.60466666666667;4
94;0.6761748068146531;0.013906773859718944;0.6679158179366134;0.68572664932025;0.016159128897478725;1.3475869580487047e-05;0.6758985514882532;81.003;0.18074229659318378;0.32500000000000284;0.0588484848484855;80.67933333333333;1
95;0.3858230327482891;0.011274994401854185;0.38380607085926194;0.3925309781777422;0.006886250295182306;-0.00047677157527519913;0.3955968500414307;90.381;0.7685260062107344;1.1374999999999886;-0.2525454545454546;91.77;1
96;0.9668773625130168;0.0018206365038139463;0.9657616208991694;0.9679669883647514;0.0017064416146672645;7.049704305554146e-05;0.9654321731303782;70.595;0.38012424869303574;0.5774999999999864;-0.12478787878787899;71.28133333333334;1
97;0.6003890994260399;0.05203808222392376;0.5523930571924326;0.6409093710718843;0.06130382160727521;0.00332403447500063;0.532246392688527;71.426;0.27540676986757134;0.40500000000000114;-0.08787878787878814;71.90933333333334;4
98;0.712658082395106;0.06016786756553764;0.6627448518473261;0.7635763363784852;0.08618117999728714;0.00383530477260571;0.6340343345566889;82.003;0.5090524967470885;0.6949999999999932;0.1643030303030303;81.09933333333333;2
99;0.319430669572327;0.009435986651698444;0.31481654261275577;0.32773611229232563;0.009647699411971633;-0.00021020532416231232;0.3237398787176545;86.003;0.7291402852370406;1.1074999999999875;-0.237636363636363;87.31;1
100;0.9677832453241716;0.002020032293948355;0.9663918430266406;0.9691223955984486;0.002100740424903824;4.1971972066984044e-05;0.9669228198967985;68.328;0.23714974172450592;0.2674999999999983;-0.06593939393939383;68.69066666666667;4
101;0.6410888620347664;0.026881175384402378;0.6150723847270188;0.670335429573611;0.04515547167273992;-9.336026479802785e-05;0.643002747463126;71.31400000000001;0.23707476551595086;0.2674999999999983;0.0666666666666658;70.94733333333333;4
102;0.7088158996613302;0.0610953889283463;0.6569992343212421;0.760416762423222;0.09264488760889633;-0.003373006338528865;0.7779625296011718;83.46000000000001;0.6807838619317187;0.9950000000000045;0.22399999999999964;82.22800000000001;2
103;0.2940648891277156;0.017156134446679773;0.276621788762885;0.30315541312807237;0.018822097226372403;-0.0012913150262295393;0.3205368471654212;84.941;0.2787850625681216;0.32750000000000057;-0.09121212121212137;85.44266666666667;1
104;0.9714854723386112;0.003280985323914947;0.9695425436834294;0.9737436145526701;0.0027572218076863386;0.00021222351752834536;0.96713489022928;69.833;1.565191149135892;2.680000000000007;0.5086666666666669;67.03533333333333;4
105;0.5020937499416328;0.05906585996391089;0.44832565375987815;0.5196173723344846;0.051434853745683184;0.0013160175019081123;0.4751153911525166;74.968;0.5372315867275294;0.7674999999999983;0.1762424242424246;73.99866666666667;2
106;0.5728292222475082;0.01736719320899584;0.5587524480980787;0.586330560223493;0.022981573262453092;0.0006125413237407639;0.5602721251108226;82.583;0.22465034559906244;0.2574999999999932;-0.05303030303030295;82.87466666666667;2
107;0.28257658937465885;0.03376422185903493;0.24822795073973258;0.303510712757652;0.04734298783799673;0.0013832481687671542;0.2542200019149322;84.34100000000001;0.17697771360007875;0.28999999999999204;-0.055818181818181954;84.64800000000001;1
108;0.9697131365973253;0.0012883923853402887;0.9689123215559582;0.9711176890215403;0.0011815639938667077;-9.210178822138461e-06;0.9699019452631791;80.181;1.5767649722700536;1.9599999999999937;0.5090303030303034;77.38133333333333;4
109;0.49093944187836086;0.06272068096140522;0.44378066615241235;0.5196173723344846;0.06997579393466236;-0.0005450098452779858;0.5021121437065594;75.482;0.46482493717766815;0.7325000000000017;0.15333333333333368;74.63866666666667;4
110;0.5746246156191741;0.012055065866591939;0.564497841413692;0.5848944921576784;0.017595196963293258;-0.0001395942594354124;0.5774862979376001;82.375;0.1654791024067199;0.1600000000000108;-0.03521212121212114;82.56866666666667;1
111;0.29439687440260714;0.0162027796419676;0.2879625328330636;0.3032870565318786;0.00919333970406766;0.0005047284037862149;0.2840499421249898;84.255;0.15450638246435952;0.27249999999999375;-0.028424242424243445;84.41133333333335;1
112;0.9693061591380568;0.001302415765891674;0.9684921734709774;0.9700677287896554;0.0010503702124520231;-5.379325789188405e-05;0.9704089209248403;82.192;2.452267884587199;3.7275000000000063;0.7956363636363637;77.81599999999997;4
113;0.4021235172384167;0.035943336785643695;0.3744020859053835;0.4418665939488573;0.048145976021800374;-0.002262066018415635;0.4484958706159372;84.164;1.6013896742794642;2.405000000000001;0.5288484848484848;81.25533333333333;4
114;0.5346580061635459;0.03459724604300234;0.498713368213009;0.563636200574203;0.056376882106771276;-0.0021298684382804953;0.578320309148296;83.985;0.1465340309355531;0.09499999999999886;0.03133333333333326;83.81266666666667;2
115;0.281366423704634;0.0058548389211512475;0.2765250595741535;0.2854177472732686;0.007830014936253238;-0.00022960513499257338;0.28607332897198173;87.047;0.4078139554039577;0.6375000000000028;0.13278787878787843;86.31666666666666;2
116;0.9794674044950269;0.0018222288483993976;0.9778396484006657;0.9812004230999449;0.0026255155505628958;5.438815277078994e-05;0.9783524473632258;101.765;1.9958025397763626;2.9150000000000063;0.6590909090909092;98.14;1
117;0.2366331996645518;0.05713754018860165;0.20191407220355514;0.27201005597652617;0.041566586291074153;-0.003939174901966414;0.3173862851548633;97.544;0.16661332479726595;0.1250000000000142;0.04824242424242412;97.27866666666667;2
118;0.5958826269395607;0.023564777533184148;0.5676583122108385;0.6210903579408062;0.04704047783735543;-0.0017990781740030869;0.6327637295066241;83.94;0.12675435561220924;0.17000000000001592;0.0031515151515152137;83.92266666666666;2
119;0.4110104373633195;0.017951862020370957;0.3997665616801969;0.4211314629372723;0.017776635926945672;0.0003859544875535487;0.4030983703684718;104.364;0.6176334763523692;0.9775000000000063;0.20339393939393985;103.24533333333332;2
120;0.9657746070336266;0.003795874842176928;0.9631356953680397;0.9706975409365596;0.004332367145797322;-0.0002159132657112048;0.9702008289807063;93.633;0.05716448003592954;0.09250000000001535;0.015818181818182935;93.54599999999999;4
121;0.8799006884228254;0.005276570143056688;0.8739492608659949;0.8830686247617316;0.00517512828486999;-0.00035906323579756855;0.8872614847566757;86.913;0.6647982149996098;0.9249999999999972;0.21739393939393958;85.71733333333333;2
122;0.8545207714428481;0.002594156052154202;0.8538745663766004;0.8560895917423993;0.0018460944733806883;-0.00013464970105703437;0.8572810903145174;74.62;1.4475726809617082;2.200000000000003;-0.47660606060606064;77.24133333333334;2
123;0.4956742675925424;0.02624254616122254;0.48268058159302113;0.5122764296534168;0.02468659311725685;-0.0005577367437820211;0.5071078708400738;106.331;0.20925529330886122;0.18500000000000227;-0.0658787878787879;106.69333333333333;4
124;0.8217257383297886;0.018148094992782193;0.8114400256898013;0.8269382911962029;0.010608563171135232;-6.45549226209107e-05;0.8230491142435171;73.988;0.22567429824614002;0.10500000000000398;0.026666666666666616;73.84133333333332;4
125;0.4243676717759308;0.044594676471369256;0.38491571723341467;0.4501587727283052;0.05347283129993585;-0.0010849193325826517;0.44660851809387525;90.19;0.1699019324983315;0.09250000000001535;-0.03248484848484814;90.36866666666666;4
126;0.8150836142555358;0.011887263125602137;0.8040599678301479;0.8232475422607313;0.017065933796920896;0.0003165609508810069;0.8085941147624749;75.537;0.23480724955683263;0.30000000000001137;-0.07436363636363652;75.94600000000001;4
127;0.4107103998539378;0.06146321930024723;0.3667586689472866;0.4638264620631457;0.08329092842079883;-0.0030849555737605698;0.4739519891160294;89.604;0.08016649341630669;0.09500000000001307;0.015515151515152047;89.51866666666666;2
128;0.830351153953047;0.009398102578889173;0.8210339569062222;0.8380076579800385;0.013837788488261782;0.0005483240136820324;0.8191105116725655;78.259;0.3561351179288871;0.4625000000000057;0.11654545454545458;77.618;4
129;0.43599611978670727;0.02075894472271121;0.4225210488522064;0.45032663066362194;0.022448596510232177;0.001395187154363;0.40739478312226585;88.871;0.42458999831209515;0.6150000000000091;-0.13981818181818118;89.63999999999999;4
